account_value,datadate,daily_return,Date
1303749.0868929026,20170727,0.005401458233556644,2017-07-27
1302445.3453693944,20170728,-0.0009999941987420824,2017-07-28
1302612.7528014109,20170731,0.00012853317232197625,2017-07-31
1302809.5724709758,20170801,0.0001510960714470322,2017-08-01
1303523.4892457256,20170802,0.0005479824448908488,2017-08-02
1303953.1358901858,20170803,0.00032960406774784623,2017-08-03
1304400.8761106138,20170804,0.0003433714050791181,2017-08-04
1303668.4823666047,20170807,-0.0005614790341086362,2017-08-07
1301974.427764468,20170808,-0.0012994519887921108,2017-08-08
1299219.467498347,20170809,-0.002115986464381936,2017-08-09
1295166.3450624656,20170810,-0.003119659562741628,2017-08-10
1295894.1232017702,20170811,0.0005619186617062955,2017-08-11
1299576.3157398272,20170814,0.002841430076833351,2017-08-14
1298896.1914640996,20170815,-0.0005233430830420271,2017-08-15
1301304.595910072,20170816,0.0018541931694000535,2017-08-16
1290784.8309013802,20170817,-0.008084014335886458,2017-08-17
1285953.6154281094,20170818,-0.0037428511380142027,2017-08-18
1287225.1709813431,20170821,0.0009888035913414583,2017-08-21
1296736.842610075,20170822,0.007389283431647353,2017-08-22
1290063.5865378042,20170823,-0.005146191465369876,2017-08-23
1286842.0827953792,20170824,-0.0024971666327476827,2017-08-24
1286004.357370978,20170825,-0.0006509931837024308,2017-08-25
1287979.9137757607,20170828,0.0015361972869372131,2017-08-28
1294698.7401286056,20170829,0.005216561439338241,2017-08-29
1297152.1578549459,20170830,0.0018949718960077355,2017-08-30
1297238.5138397021,20170831,6.657351971650627e-05,2017-08-31
1295324.695473389,20170901,-0.001475301839943377,2017-09-01
1277459.4086646189,20170905,-0.013792130167209593,2017-09-05
1278970.719887741,20170906,0.0011830600744502373,2017-09-06
1281546.7930102828,20170907,0.0020141767770633923,2017-09-07
1288504.1926558872,20170908,0.0054289080067546625,2017-09-08
1302902.440108503,20170911,0.011174389291615627,2017-09-11
1306939.284181737,20170912,0.003098347158593029,2017-09-12
1307749.2660033402,20170913,0.0006197547440853768,2017-09-13
1313493.219539684,20170914,0.004392243747074032,2017-09-14
1322412.3477474237,20170915,0.006790387704373124,2017-09-15
1329040.3111609959,20170918,0.0050120247476985735,2017-09-18
1330007.001738921,20170919,0.0007273598624564226,2017-09-19
1328236.7897660437,20170920,-0.0013309794388772778,2017-09-20
1326878.3306962843,20170921,-0.0010227536838507412,2017-09-21
1329388.0424170415,20170922,0.0018914407317514037,2017-09-22
1327289.2997904266,20170925,-0.001578728377005012,2017-09-25
1328030.2302468205,20170926,0.0005582283052465442,2017-09-26
1327691.6733843957,20170927,-0.00025493159320766345,2017-09-27
1327851.257408979,20170928,0.00012019659969442209,2017-09-28
1329095.4684689185,20170929,0.0009370108684967349,2017-09-29
1338733.8281043295,20171002,0.007251818897941353,2017-10-02
1338733.8281043295,20171003,0.0,2017-10-03
1348392.0903182991,20171004,0.007214475358141792,2017-10-04
1354822.8384915944,20171005,0.004769197490454902,2017-10-05
1353826.9939720086,20171006,-0.0007350367083378551,2017-10-06
1353798.46459431,20171009,-2.107313403088007e-05,2017-10-09
1358129.3049649643,20171010,0.0031990288687113733,2017-10-10
1357825.893592418,20171011,-0.00022340389198372002,2017-10-11
1360819.919260493,20171012,0.0022050144147374162,2017-10-12
1362666.4063423765,20171013,0.001356893043487295,2017-10-13
1365160.987432002,20171016,0.001830661619024898,2017-10-16
1362399.252609338,20171017,-0.0020230103614806705,2017-10-17
1366322.4581781796,20171018,0.0028796298598430248,2017-10-18
1370173.4396625594,20171019,0.0028185011973782537,2017-10-19
1381840.7582245315,20171020,0.008515212909721459,2017-10-20
1382314.7143024884,20171023,0.0003429889262824837,2017-10-23
1404095.5904216936,20171024,0.01575681420001085,2017-10-24
1398964.9825086135,20171025,-0.0036540303581035216,2017-10-25
1399324.7400170092,20171026,0.00025715976660878326,2017-10-26
1400412.4180818908,20171027,0.0007772878115972492,2017-10-27
1396086.3643970995,20171030,-0.0030891283374340217,2017-10-30
1394593.6091677858,20171031,-0.0010692427541603156,2017-10-31
1397543.196691441,20171101,0.002115015804077247,2017-11-01
1403058.5788585085,20171102,0.003946484216104995,2017-11-02
1404341.728087907,20171103,0.0009145371752350417,2017-11-03
1400361.3551331405,20171106,-0.002834333606383743,2017-11-06
1402763.9232086604,20171107,0.0017156772191071479,2017-11-07
1403108.39993698,20171108,0.00024556999408109625,2017-11-08
1393821.9432391634,20171109,-0.006618488420590873,2017-11-09
1394785.088030771,20171110,0.0006910099215178267,2017-11-10
1395490.567984016,20171113,0.0005057983192529036,2017-11-13
1403461.4837908808,20171114,0.005711909481681321,2017-11-14
1390505.5576791805,20171115,-0.009231408386573658,2017-11-15
1409841.1230500282,20171116,0.013905421135546936,2017-11-16
1403611.5185231608,20171117,-0.004418657127400527,2017-11-17
1412291.4605874568,20171120,0.0061840060086060245,2017-11-20
1421834.5697301312,20171121,0.006757181084069419,2017-11-21
1418530.98879155,20171122,-0.002323463649648194,2017-11-22
1419074.5919303163,20171124,0.0003832155540213211,2017-11-24
1425038.3005903538,20171127,0.004202533604611425,2017-11-27
1441905.195168851,20171128,0.01183609912204453,2017-11-28
1448614.7884041662,20171129,0.004653283210155568,2017-11-29
1471906.4150595716,20171130,0.016078550931448055,2017-11-30
1468352.8264045157,20171201,-0.002414276219396827,2017-12-01
1479324.8411688998,20171204,0.007472328562373454,2017-12-04
1470381.623008954,20171205,-0.006045472847518107,2017-12-05
1469071.0931035418,20171206,-0.0008912855580516243,2017-12-06
1476280.2639539558,20171207,0.004907298825943096,2017-12-07
1486874.5499696827,20171208,0.007176337904397645,2017-12-08
1486169.9494373968,20171211,-0.0004738802828391231,2017-12-11
1493509.680495904,20171212,0.00493868891729754,2017-12-12
1504622.848576837,20171213,0.0074409749237400735,2017-12-13
1496339.8278866154,20171214,-0.005505047791914186,2017-12-14
1506062.2520406046,20171215,0.0064974706766449675,2017-12-15
1519778.1226217246,20171218,0.009107107334066722,2017-12-18
1525003.4921834944,20171219,0.0034382450201058123,2017-12-19
1529430.391878609,20171220,0.0029028783985118878,2017-12-20
1531010.6272203256,20171221,0.0010332182164731751,2017-12-21
1532699.9706666213,20171222,0.0011034171914030555,2017-12-22
1540963.7860137725,20171226,0.005391671889676486,2017-12-26
1542822.1191579332,20171227,0.001205955104868428,2017-12-27
1545286.697635829,20171228,0.0015974482393608103,2017-12-28
1538890.423540724,20171229,-0.004139215140394836,2017-12-29
1536816.8157108468,20180102,-0.001347469448218508,2018-01-02
1536816.8157108468,20180103,0.0,2018-01-03
1549338.4047519504,20180104,0.008147743383008166,2018-01-04
1565677.3522074025,20180105,0.010545757728162686,2018-01-05
1564111.6926013366,20180108,-0.0009999886655180923,2018-01-08
1564111.6926013366,20180109,0.0,2018-01-09
1564111.6926013366,20180110,0.0,2018-01-10
1564111.6926013366,20180111,0.0,2018-01-11
1564111.6926013366,20180112,0.0,2018-01-12
1564111.6926013366,20180116,0.0,2018-01-16
1564111.6926013366,20180117,0.0,2018-01-17
1564111.6926013366,20180118,0.0,2018-01-18
1564111.6926013366,20180119,0.0,2018-01-19
1564111.6926013366,20180122,0.0,2018-01-22
1564111.6926013366,20180123,0.0,2018-01-23
1564111.6926013366,20180124,0.0,2018-01-24
1564111.6926013366,20180125,0.0,2018-01-25
1564111.6926013366,20180126,0.0,2018-01-26
1564111.6926013366,20180129,0.0,2018-01-29
1564111.6926013366,20180130,0.0,2018-01-30
1564111.6926013366,20180131,0.0,2018-01-31
1564111.6926013366,20180201,0.0,2018-02-01
1564111.6926013366,20180202,0.0,2018-02-02
1564111.6926013366,20180205,0.0,2018-02-05
